cards,rank,hand_class
7C 9C TC JC AD,6471,HIGH_CARD
6C 9C TC JC AD,6472,HIGH_CARD
5C 9C TC JC AD,6473,HIGH_CARD
4C 9C TC JC AD,6474,HIGH_CARD
3C 9C TC JC AD,6475,HIGH_CARD
2C 9C TC JC AD,6476,HIGH_CARD
7C 8C TC JC AD,6477,HIGH_CARD
6C 8C TC JC AD,6478,HIGH_CARD
5C 8C TC JC AD,6479,HIGH_CARD
4C 8C TC JC AD,6480,HIGH_CARD
3C 8C TC JC AD,6481,HIGH_CARD
2C 8C TC JC AD,6482,HIGH_CARD
6C 7C TC JC AD,6483,HIGH_CARD
5C 7C TC JC AD,6484,HIGH_CARD
4C 7C TC JC AD,6485,HIGH_CARD
3C 7C TC JC AD,6486,HIGH_CARD
2C 7C TC JC AD,6487,HIGH_CARD
5C 6C TC JC AD,6488,HIGH_CARD
4C 6C TC JC AD,6489,HIGH_CARD
3C 6C TC JC AD,6490,HIGH_CARD
2C 6C TC JC AD,6491,HIGH_CARD
4C 5C TC JC AD,6492,HIGH_CARD
3C 5C TC JC AD,6493,HIGH_CARD
2C 5C TC JC AD,6494,HIGH_CARD
3C 4C TC JC AD,6495,HIGH_CARD
2C 4C TC JC AD,6496,HIGH_CARD
2C 3C TC JC AD,6497,HIGH_CARD
7C 8C 9C JC AD,6498,HIGH_CARD
6C 8C 9C JC AD,6499,HIGH_CARD
5C 8C 9C JC AD,6500,HIGH_CARD
4C 8C 9C JC AD,6501,HIGH_CARD
3C 8C 9C JC AD,6502,HIGH_CARD
2C 8C 9C JC AD,6503,HIGH_CARD
6C 7C 9C JC AD,6504,HIGH_CARD
5C 7C 9C JC AD,6505,HIGH_CARD
4C 7C 9C JC AD,6506,HIGH_CARD
3C 7C 9C JC AD,6507,HIGH_CARD
2C 7C 9C JC AD,6508,HIGH_CARD
5C 6C 9C JC AD,6509,HIGH_CARD
4C 6C 9C JC AD,6510,HIGH_CARD
3C 6C 9C JC AD,6511,HIGH_CARD
2C 6C 9C JC AD,6512,HIGH_CARD
4C 5C 9C JC AD,6513,HIGH_CARD
3C 5C 9C JC AD,6514,HIGH_CARD
2C 5C 9C JC AD,6515,HIGH_CARD
3C 4C 9C JC AD,6516,HIGH_CARD
2C 4C 9C JC AD,6517,HIGH_CARD
2C 3C 9C JC AD,6518,HIGH_CARD
6C 7C 8C JC AD,6519,HIGH_CARD
5C 7C 8C JC AD,6520,HIGH_CARD
4C 7C 8C JC AD,6521,HIGH_CARD
3C 7C 8C JC AD,6522,HIGH_CARD
2C 7C 8C JC AD,6523,HIGH_CARD
5C 6C 8C JC AD,6524,HIGH_CARD
4C 6C 8C JC AD,6525,HIGH_CARD
3C 6C 8C JC AD,6526,HIGH_CARD
2C 6C 8C JC AD,6527,HIGH_CARD
4C 5C 8C JC AD,6528,HIGH_CARD
3C 5C 8C JC AD,6529,HIGH_CARD
2C 5C 8C JC AD,6530,HIGH_CARD
3C 4C 8C JC AD,6531,HIGH_CARD
2C 4C 8C JC AD,6532,HIGH_CARD
2C 3C 8C JC AD,6533,HIGH_CARD
5C 6C 7C JC AD,6534,HIGH_CARD
4C 6C 7C JC AD,6535,HIGH_CARD
3C 6C 7C JC AD,6536,HIGH_CARD
2C 6C 7C JC AD,6537,HIGH_CARD
4C 5C 7C JC AD,6538,HIGH_CARD
3C 5C 7C JC AD,6539,HIGH_CARD
2C 5C 7C JC AD,6540,HIGH_CARD
3C 4C 7C JC AD,6541,HIGH_CARD
2C 4C 7C JC AD,6542,HIGH_CARD
2C 3C 7C JC AD,6543,HIGH_CARD
4C 5C 6C JC AD,6544,HIGH_CARD
3C 5C 6C JC AD,6545,HIGH_CARD
2C 5C 6C JC AD,6546,HIGH_CARD
3C 4C 6C JC AD,6547,HIGH_CARD
2C 4C 6C JC AD,6548,HIGH_CARD
2C 3C 6C JC AD,6549,HIGH_CARD
3C 4C 5C JC AD,6550,HIGH_CARD
2C 4C 5C JC AD,6551,HIGH_CARD
2C 3C 5C JC AD,6552,HIGH_CARD
2C 3C 4C JC AD,6553,HIGH_CARD
7C 8C 9C TC AD,6554,HIGH_CARD
6C 8C 9C TC AD,6555,HIGH_CARD
5C 8C 9C TC AD,6556,HIGH_CARD
4C 8C 9C TC AD,6557,HIGH_CARD
3C 8C 9C TC AD,6558,HIGH_CARD
2C 8C 9C TC AD,6559,HIGH_CARD
6C 7C 9C TC AD,6560,HIGH_CARD
5C 7C 9C TC AD,6561,HIGH_CARD
4C 7C 9C TC AD,6562,HIGH_CARD
3C 7C 9C TC AD,6563,HIGH_CARD
2C 7C 9C TC AD,6564,HIGH_CARD
5C 6C 9C TC AD,6565,HIGH_CARD
4C 6C 9C TC AD,6566,HIGH_CARD
3C 6C 9C TC AD,6567,HIGH_CARD
2C 6C 9C TC AD,6568,HIGH_CARD
4C 5C 9C TC AD,6569,HIGH_CARD
3C 5C 9C TC AD,6570,HIGH_CARD
2C 5C 9C TC AD,6571,HIGH_CARD
3C 4C 9C TC AD,6572,HIGH_CARD
2C 4C 9C TC AD,6573,HIGH_CARD
2C 3C 9C TC AD,6574,HIGH_CARD
6C 7C 8C TC AD,6575,HIGH_CARD
5C 7C 8C TC AD,6576,HIGH_CARD
4C 7C 8C TC AD,6577,HIGH_CARD
3C 7C 8C TC AD,6578,HIGH_CARD
2C 7C 8C TC AD,6579,HIGH_CARD
5C 6C 8C TC AD,6580,HIGH_CARD
4C 6C 8C TC AD,6581,HIGH_CARD
3C 6C 8C TC AD,6582,HIGH_CARD
2C 6C 8C TC AD,6583,HIGH_CARD
4C 5C 8C TC AD,6584,HIGH_CARD
3C 5C 8C TC AD,6585,HIGH_CARD
2C 5C 8C TC AD,6586,HIGH_CARD
3C 4C 8C TC AD,6587,HIGH_CARD
2C 4C 8C TC AD,6588,HIGH_CARD
2C 3C 8C TC AD,6589,HIGH_CARD
5C 6C 7C TC AD,6590,HIGH_CARD
4C 6C 7C TC AD,6591,HIGH_CARD
3C 6C 7C TC AD,6592,HIGH_CARD
2C 6C 7C TC AD,6593,HIGH_CARD
4C 5C 7C TC AD,6594,HIGH_CARD
3C 5C 7C TC AD,6595,HIGH_CARD
2C 5C 7C TC AD,6596,HIGH_CARD
3C 4C 7C TC AD,6597,HIGH_CARD
2C 4C 7C TC AD,6598,HIGH_CARD
2C 3C 7C TC AD,6599,HIGH_CARD
4C 5C 6C TC AD,6600,HIGH_CARD
3C 5C 6C TC AD,6601,HIGH_CARD
2C 5C 6C TC AD,6602,HIGH_CARD
3C 4C 6C TC AD,6603,HIGH_CARD
2C 4C 6C TC AD,6604,HIGH_CARD
2C 3C 6C TC AD,6605,HIGH_CARD
3C 4C 5C TC AD,6606,HIGH_CARD
2C 4C 5C TC AD,6607,HIGH_CARD
2C 3C 5C TC AD,6608,HIGH_CARD
2C 3C 4C TC AD,6609,HIGH_CARD
6C 7C 8C 9C AD,6610,HIGH_CARD
5C 7C 8C 9C AD,6611,HIGH_CARD
4C 7C 8C 9C AD,6612,HIGH_CARD
3C 7C 8C 9C AD,6613,HIGH_CARD
2C 7C 8C 9C AD,6614,HIGH_CARD
5C 6C 8C 9C AD,6615,HIGH_CARD
4C 6C 8C 9C AD,6616,HIGH_CARD
3C 6C 8C 9C AD,6617,HIGH_CARD
2C 6C 8C 9C AD,6618,HIGH_CARD
4C 5C 8C 9C AD,6619,HIGH_CARD
3C 5C 8C 9C AD,6620,HIGH_CARD
2C 5C 8C 9C AD,6621,HIGH_CARD
3C 4C 8C 9C AD,6622,HIGH_CARD
2C 4C 8C 9C AD,6623,HIGH_CARD
2C 3C 8C 9C AD,6624,HIGH_CARD
5C 6C 7C 9C AD,6625,HIGH_CARD
4C 6C 7C 9C AD,6626,HIGH_CARD
3C 6C 7C 9C AD,6627,HIGH_CARD
2C 6C 7C 9C AD,6628,HIGH_CARD
4C 5C 7C 9C AD,6629,HIGH_CARD
3C 5C 7C 9C AD,6630,HIGH_CARD
2C 5C 7C 9C AD,6631,HIGH_CARD
3C 4C 7C 9C AD,6632,HIGH_CARD
2C 4C 7C 9C AD,6633,HIGH_CARD
2C 3C 7C 9C AD,6634,HIGH_CARD
4C 5C 6C 9C AD,6635,HIGH_CARD
3C 5C 6C 9C AD,6636,HIGH_CARD
2C 5C 6C 9C AD,6637,HIGH_CARD
3C 4C 6C 9C AD,6638,HIGH_CARD
2C 4C 6C 9C AD,6639,HIGH_CARD
2C 3C 6C 9C AD,6640,HIGH_CARD
3C 4C 5C 9C AD,6641,HIGH_CARD
2C 4C 5C 9C AD,6642,HIGH_CARD
2C 3C 5C 9C AD,6643,HIGH_CARD
2C 3C 4C 9C AD,6644,HIGH_CARD
5C 6C 7C 8C AD,6645,HIGH_CARD
4C 6C 7C 8C AD,6646,HIGH_CARD
3C 6C 7C 8C AD,6647,HIGH_CARD
2C 6C 7C 8C AD,6648,HIGH_CARD
4C 5C 7C 8C AD,6649,HIGH_CARD
3C 5C 7C 8C AD,6650,HIGH_CARD
2C 5C 7C 8C AD,6651,HIGH_CARD
3C 4C 7C 8C AD,6652,HIGH_CARD
2C 4C 7C 8C AD,6653,HIGH_CARD
2C 3C 7C 8C AD,6654,HIGH_CARD
4C 5C 6C 8C AD,6655,HIGH_CARD
3C 5C 6C 8C AD,6656,HIGH_CARD
2C 5C 6C 8C AD,6657,HIGH_CARD
3C 4C 6C 8C AD,6658,HIGH_CARD
2C 4C 6C 8C AD,6659,HIGH_CARD
2C 3C 6C 8C AD,6660,HIGH_CARD
3C 4C 5C 8C AD,6661,HIGH_CARD
2C 4C 5C 8C AD,6662,HIGH_CARD
2C 3C 5C 8C AD,6663,HIGH_CARD
2C 3C 4C 8C AD,6664,HIGH_CARD
4C 5C 6C 7C AD,6665,HIGH_CARD
3C 5C 6C 7C AD,6666,HIGH_CARD
2C 5C 6C 7C AD,6667,HIGH_CARD
3C 4C 6C 7C AD,6668,HIGH_CARD
2C 4C 6C 7C AD,6669,HIGH_CARD
2C 3C 6C 7C AD,6670,HIGH_CARD
3C 4C 5C 7C AD,6671,HIGH_CARD
2C 4C 5C 7C AD,6672,HIGH_CARD
2C 3C 5C 7C AD,6673,HIGH_CARD
2C 3C 4C 7C AD,6674,HIGH_CARD
3C 4C 5C 6C AD,6675,HIGH_CARD
2C 4C 5C 6C AD,6676,HIGH_CARD
2C 3C 5C 6C AD,6677,HIGH_CARD
2C 3C 4C 6C AD,6678,HIGH_CARD
8C TC JC QC KD,6679,HIGH_CARD
7C TC JC QC KD,6680,HIGH_CARD
6C TC JC QC KD,6681,HIGH_CARD
5C TC JC QC KD,6682,HIGH_CARD
4C TC JC QC KD,6683,HIGH_CARD
3C TC JC QC KD,6684,HIGH_CARD
2C TC JC QC KD,6685,HIGH_CARD
8C 9C JC QC KD,6686,HIGH_CARD
7C 9C JC QC KD,6687,HIGH_CARD
6C 9C JC QC KD,6688,HIGH_CARD
5C 9C JC QC KD,6689,HIGH_CARD
4C 9C JC QC KD,6690,HIGH_CARD
3C 9C JC QC KD,6691,HIGH_CARD
2C 9C JC QC KD,6692,HIGH_CARD
7C 8C JC QC KD,6693,HIGH_CARD
6C 8C JC QC KD,6694,HIGH_CARD
5C 8C JC QC KD,6695,HIGH_CARD
4C 8C JC QC KD,6696,HIGH_CARD
3C 8C JC QC KD,6697,HIGH_CARD
2C 8C JC QC KD,6698,HIGH_CARD
6C 7C JC QC KD,6699,HIGH_CARD
5C 7C JC QC KD,6700,HIGH_CARD
4C 7C JC QC KD,6701,HIGH_CARD
3C 7C JC QC KD,6702,HIGH_CARD
2C 7C JC QC KD,6703,HIGH_CARD
5C 6C JC QC KD,6704,HIGH_CARD
4C 6C JC QC KD,6705,HIGH_CARD
3C 6C JC QC KD,6706,HIGH_CARD
2C 6C JC QC KD,6707,HIGH_CARD
4C 5C JC QC KD,6708,HIGH_CARD
3C 5C JC QC KD,6709,HIGH_CARD
2C 5C JC QC KD,6710,HIGH_CARD
3C 4C JC QC KD,6711,HIGH_CARD
2C 4C JC QC KD,6712,HIGH_CARD
2C 3C JC QC KD,6713,HIGH_CARD
8C 9C TC QC KD,6714,HIGH_CARD
7C 9C TC QC KD,6715,HIGH_CARD
6C 9C TC QC KD,6716,HIGH_CARD
5C 9C TC QC KD,6717,HIGH_CARD
4C 9C TC QC KD,6718,HIGH_CARD
3C 9C TC QC KD,6719,HIGH_CARD
2C 9C TC QC KD,6720,HIGH_CARD
7C 8C TC QC KD,6721,HIGH_CARD
6C 8C TC QC KD,6722,HIGH_CARD
5C 8C TC QC KD,6723,HIGH_CARD
4C 8C TC QC KD,6724,HIGH_CARD
3C 8C TC QC KD,6725,HIGH_CARD
2C 8C TC QC KD,6726,HIGH_CARD
6C 7C TC QC KD,6727,HIGH_CARD
5C 7C TC QC KD,6728,HIGH_CARD
4C 7C TC QC KD,6729,HIGH_CARD
3C 7C TC QC KD,6730,HIGH_CARD
2C 7C TC QC KD,6731,HIGH_CARD
5C 6C TC QC KD,6732,HIGH_CARD
4C 6C TC QC KD,6733,HIGH_CARD
3C 6C TC QC KD,6734,HIGH_CARD
2C 6C TC QC KD,6735,HIGH_CARD
4C 5C TC QC KD,6736,HIGH_CARD
3C 5C TC QC KD,6737,HIGH_CARD
2C 5C TC QC KD,6738,HIGH_CARD
3C 4C TC QC KD,6739,HIGH_CARD
2C 4C TC QC KD,6740,HIGH_CARD
2C 3C TC QC KD,6741,HIGH_CARD
7C 8C 9C QC KD,6742,HIGH_CARD
6C 8C 9C QC KD,6743,HIGH_CARD
5C 8C 9C QC KD,6744,HIGH_CARD
4C 8C 9C QC KD,6745,HIGH_CARD
3C 8C 9C QC KD,6746,HIGH_CARD
2C 8C 9C QC KD,6747,HIGH_CARD
6C 7C 9C QC KD,6748,HIGH_CARD
5C 7C 9C QC KD,6749,HIGH_CARD
4C 7C 9C QC KD,6750,HIGH_CARD
3C 7C 9C QC KD,6751,HIGH_CARD
2C 7C 9C QC KD,6752,HIGH_CARD
5C 6C 9C QC KD,6753,HIGH_CARD
4C 6C 9C QC KD,6754,HIGH_CARD
3C 6C 9C QC KD,6755,HIGH_CARD
2C 6C 9C QC KD,6756,HIGH_CARD
4C 5C 9C QC KD,6757,HIGH_CARD
3C 5C 9C QC KD,6758,HIGH_CARD
2C 5C 9C QC KD,6759,HIGH_CARD
3C 4C 9C QC KD,6760,HIGH_CARD
2C 4C 9C QC KD,6761,HIGH_CARD
2C 3C 9C QC KD,6762,HIGH_CARD
6C 7C 8C QC KD,6763,HIGH_CARD
5C 7C 8C QC KD,6764,HIGH_CARD
4C 7C 8C QC KD,6765,HIGH_CARD
3C 7C 8C QC KD,6766,HIGH_CARD
2C 7C 8C QC KD,6767,HIGH_CARD
5C 6C 8C QC KD,6768,HIGH_CARD
4C 6C 8C QC KD,6769,HIGH_CARD
3C 6C 8C QC KD,6770,HIGH_CARD
2C 6C 8C QC KD,6771,HIGH_CARD
4C 5C 8C QC KD,6772,HIGH_CARD
3C 5C 8C QC KD,6773,HIGH_CARD
2C 5C 8C QC KD,6774,HIGH_CARD
3C 4C 8C QC KD,6775,HIGH_CARD
2C 4C 8C QC KD,6776,HIGH_CARD
2C 3C 8C QC KD,6777,HIGH_CARD
5C 6C 7C QC KD,6778,HIGH_CARD
4C 6C 7C QC KD,6779,HIGH_CARD
3C 6C 7C QC KD,6780,HIGH_CARD
2C 6C 7C QC KD,6781,HIGH_CARD
4C 5C 7C QC KD,6782,HIGH_CARD
3C 5C 7C QC KD,6783,HIGH_CARD
2C 5C 7C QC KD,6784,HIGH_CARD
3C 4C 7C QC KD,6785,HIGH_CARD
2C 4C 7C QC KD,6786,HIGH_CARD
2C 3C 7C QC KD,6787,HIGH_CARD
4C 5C 6C QC KD,6788,HIGH_CARD
3C 5C 6C QC KD,6789,HIGH_CARD
2C 5C 6C QC KD,6790,HIGH_CARD
3C 4C 6C QC KD,6791,HIGH_CARD
2C 4C 6C QC KD,6792,HIGH_CARD
2C 3C 6C QC KD,6793,HIGH_CARD
3C 4C 5C QC KD,6794,HIGH_CARD
2C 4C 5C QC KD,6795,HIGH_CARD
2C 3C 5C QC KD,6796,HIGH_CARD
2C 3C 4C QC KD,6797,HIGH_CARD
8C 9C TC JC KD,6798,HIGH_CARD
7C 9C TC JC KD,6799,HIGH_CARD
6C 9C TC JC KD,6800,HIGH_CARD
5C 9C TC JC KD,6801,HIGH_CARD
4C 9C TC JC KD,6802,HIGH_CARD
3C 9C TC JC KD,6803,HIGH_CARD
2C 9C TC JC KD,6804,HIGH_CARD
7C 8C TC JC KD,6805,HIGH_CARD
6C 8C TC JC KD,6806,HIGH_CARD
5C 8C TC JC KD,6807,HIGH_CARD
4C 8C TC JC KD,6808,HIGH_CARD
3C 8C TC JC KD,6809,HIGH_CARD
2C 8C TC JC KD,6810,HIGH_CARD
6C 7C TC JC KD,6811,HIGH_CARD
5C 7C TC JC KD,6812,HIGH_CARD
4C 7C TC JC KD,6813,HIGH_CARD
3C 7C TC JC KD,6814,HIGH_CARD
2C 7C TC JC KD,6815,HIGH_CARD
5C 6C TC JC KD,6816,HIGH_CARD
4C 6C TC JC KD,6817,HIGH_CARD
3C 6C TC JC KD,6818,HIGH_CARD
2C 6C TC JC KD,6819,HIGH_CARD
4C 5C TC JC KD,6820,HIGH_CARD
3C 5C TC JC KD,6821,HIGH_CARD
2C 5C TC JC KD,6822,HIGH_CARD
3C 4C TC JC KD,6823,HIGH_CARD
2C 4C TC JC KD,6824,HIGH_CARD
2C 3C TC JC KD,6825,HIGH_CARD
7C 8C 9C JC KD,6826,HIGH_CARD
6C 8C 9C JC KD,6827,HIGH_CARD
5C 8C 9C JC KD,6828,HIGH_CARD
4C 8C 9C JC KD,6829,HIGH_CARD
3C 8C 9C JC KD,6830,HIGH_CARD
2C 8C 9C JC KD,6831,HIGH_CARD
6C 7C 9C JC KD,6832,HIGH_CARD
5C 7C 9C JC KD,6833,HIGH_CARD
4C 7C 9C JC KD,6834,HIGH_CARD
3C 7C 9C JC KD,6835,HIGH_CARD
2C 7C 9C JC KD,6836,HIGH_CARD
5C 6C 9C JC KD,6837,HIGH_CARD
4C 6C 9C JC KD,6838,HIGH_CARD
3C 6C 9C JC KD,6839,HIGH_CARD
2C 6C 9C JC KD,6840,HIGH_CARD
4C 5C 9C JC KD,6841,HIGH_CARD
3C 5C 9C JC KD,6842,HIGH_CARD
2C 5C 9C JC KD,6843,HIGH_CARD
3C 4C 9C JC KD,6844,HIGH_CARD
2C 4C 9C JC KD,6845,HIGH_CARD
2C 3C 9C JC KD,6846,HIGH_CARD
6C 7C 8C JC KD,6847,HIGH_CARD
5C 7C 8C JC KD,6848,HIGH_CARD
4C 7C 8C JC KD,6849,HIGH_CARD
3C 7C 8C JC KD,6850,HIGH_CARD
2C 7C 8C JC KD,6851,HIGH_CARD
5C 6C 8C JC KD,6852,HIGH_CARD
4C 6C 8C JC KD,6853,HIGH_CARD
3C 6C 8C JC KD,6854,HIGH_CARD
2C 6C 8C JC KD,6855,HIGH_CARD
4C 5C 8C JC KD,6856,HIGH_CARD
3C 5C 8C JC KD,6857,HIGH_CARD
2C 5C 8C JC KD,6858,HIGH_CARD
3C 4C 8C JC KD,6859,HIGH_CARD
2C 4C 8C JC KD,6860,HIGH_CARD
2C 3C 8C JC KD,6861,HIGH_CARD
5C 6C 7C JC KD,6862,HIGH_CARD
4C 6C 7C JC KD,6863,HIGH_CARD
3C 6C 7C JC KD,6864,HIGH_CARD
2C 6C 7C JC KD,6865,HIGH_CARD
4C 5C 7C JC KD,6866,HIGH_CARD
3C 5C 7C JC KD,6867,HIGH_CARD
2C 5C 7C JC KD,6868,HIGH_CARD
3C 4C 7C JC KD,6869,HIGH_CARD
2C 4C 7C JC KD,6870,HIGH_CARD
2C 3C 7C JC KD,6871,HIGH_CARD
4C 5C 6C JC KD,6872,HIGH_CARD
3C 5C 6C JC KD,6873,HIGH_CARD
2C 5C 6C JC KD,6874,HIGH_CARD
3C 4C 6C JC KD,6875,HIGH_CARD
2C 4C 6C JC KD,6876,HIGH_CARD
2C 3C 6C JC KD,6877,HIGH_CARD
3C 4C 5C JC KD,6878,HIGH_CARD
2C 4C 5C JC KD,6879,HIGH_CARD
2C 3C 5C JC KD,6880,HIGH_CARD
2C 3C 4C JC KD,6881,HIGH_CARD
7C 8C 9C TC KD,6882,HIGH_CARD
6C 8C 9C TC KD,6883,HIGH_CARD
5C 8C 9C TC KD,6884,HIGH_CARD
4C 8C 9C TC KD,6885,HIGH_CARD
3C 8C 9C TC KD,6886,HIGH_CARD
2C 8C 9C TC KD,6887,HIGH_CARD
6C 7C 9C TC KD,6888,HIGH_CARD
5C 7C 9C TC KD,6889,HIGH_CARD
4C 7C 9C TC KD,6890,HIGH_CARD
3C 7C 9C TC KD,6891,HIGH_CARD
2C 7C 9C TC KD,6892,HIGH_CARD
5C 6C 9C TC KD,6893,HIGH_CARD
4C 6C 9C TC KD,6894,HIGH_CARD
3C 6C 9C TC KD,6895,HIGH_CARD
2C 6C 9C TC KD,6896,HIGH_CARD
4C 5C 9C TC KD,6897,HIGH_CARD
3C 5C 9C TC KD,6898,HIGH_CARD
2C 5C 9C TC KD,6899,HIGH_CARD
3C 4C 9C TC KD,6900,HIGH_CARD
2C 4C 9C TC KD,6901,HIGH_CARD
2C 3C 9C TC KD,6902,HIGH_CARD
6C 7C 8C TC KD,6903,HIGH_CARD
5C 7C 8C TC KD,6904,HIGH_CARD
4C 7C 8C TC KD,6905,HIGH_CARD
3C 7C 8C TC KD,6906,HIGH_CARD
2C 7C 8C TC KD,6907,HIGH_CARD
5C 6C 8C TC KD,6908,HIGH_CARD
4C 6C 8C TC KD,6909,HIGH_CARD
3C 6C 8C TC KD,6910,HIGH_CARD
2C 6C 8C TC KD,6911,HIGH_CARD
4C 5C 8C TC KD,6912,HIGH_CARD
3C 5C 8C TC KD,6913,HIGH_CARD
2C 5C 8C TC KD,6914,HIGH_CARD
3C 4C 8C TC KD,6915,HIGH_CARD
2C 4C 8C TC KD,6916,HIGH_CARD
2C 3C 8C TC KD,6917,HIGH_CARD
5C 6C 7C TC KD,6918,HIGH_CARD
4C 6C 7C TC KD,6919,HIGH_CARD
3C 6C 7C TC KD,6920,HIGH_CARD
2C 6C 7C TC KD,6921,HIGH_CARD
4C 5C 7C TC KD,6922,HIGH_CARD
3C 5C 7C TC KD,6923,HIGH_CARD
2C 5C 7C TC KD,6924,HIGH_CARD
3C 4C 7C TC KD,6925,HIGH_CARD
2C 4C 7C TC KD,6926,HIGH_CARD
2C 3C 7C TC KD,6927,HIGH_CARD
4C 5C 6C TC KD,6928,HIGH_CARD
3C 5C 6C TC KD,6929,HIGH_CARD
2C 5C 6C TC KD,6930,HIGH_CARD
3C 4C 6C TC KD,6931,HIGH_CARD
2C 4C 6C TC KD,6932,HIGH_CARD
2C 3C 6C TC KD,6933,HIGH_CARD
3C 4C 5C TC KD,6934,HIGH_CARD
2C 4C 5C TC KD,6935,HIGH_CARD
2C 3C 5C TC KD,6936,HIGH_CARD
2C 3C 4C TC KD,6937,HIGH_CARD
6C 7C 8C 9C KD,6938,HIGH_CARD
5C 7C 8C 9C KD,6939,HIGH_CARD
4C 7C 8C 9C KD,6940,HIGH_CARD
3C 7C 8C 9C KD,6941,HIGH_CARD
2C 7C 8C 9C KD,6942,HIGH_CARD
5C 6C 8C 9C KD,6943,HIGH_CARD
4C 6C 8C 9C KD,6944,HIGH_CARD
3C 6C 8C 9C KD,6945,HIGH_CARD
2C 6C 8C 9C KD,6946,HIGH_CARD
4C 5C 8C 9C KD,6947,HIGH_CARD
3C 5C 8C 9C KD,6948,HIGH_CARD
2C 5C 8C 9C KD,6949,HIGH_CARD
3C 4C 8C 9C KD,6950,HIGH_CARD
2C 4C 8C 9C KD,6951,HIGH_CARD
2C 3C 8C 9C KD,6952,HIGH_CARD
5C 6C 7C 9C KD,6953,HIGH_CARD
4C 6C 7C 9C KD,6954,HIGH_CARD
3C 6C 7C 9C KD,6955,HIGH_CARD
2C 6C 7C 9C KD,6956,HIGH_CARD
4C 5C 7C 9C KD,6957,HIGH_CARD
3C 5C 7C 9C KD,6958,HIGH_CARD
2C 5C 7C 9C KD,6959,HIGH_CARD
3C 4C 7C 9C KD,6960,HIGH_CARD
2C 4C 7C 9C KD,6961,HIGH_CARD
2C 3C 7C 9C KD,6962,HIGH_CARD
4C 5C 6C 9C KD,6963,HIGH_CARD
3C 5C 6C 9C KD,6964,HIGH_CARD
2C 5C 6C 9C KD,6965,HIGH_CARD
3C 4C 6C 9C KD,6966,HIGH_CARD
2C 4C 6C 9C KD,6967,HIGH_CARD
2C 3C 6C 9C KD,6968,HIGH_CARD
3C 4C 5C 9C KD,6969,HIGH_CARD
2C 4C 5C 9C KD,6970,HIGH_CARD
2C 3C 5C 9C KD,6971,HIGH_CARD
2C 3C 4C 9C KD,6972,HIGH_CARD
5C 6C 7C 8C KD,6973,HIGH_CARD
4C 6C 7C 8C KD,6974,HIGH_CARD
3C 6C 7C 8C KD,6975,HIGH_CARD
2C 6C 7C 8C KD,6976,HIGH_CARD
4C 5C 7C 8C KD,6977,HIGH_CARD
3C 5C 7C 8C KD,6978,HIGH_CARD
2C 5C 7C 8C KD,6979,HIGH_CARD
3C 4C 7C 8C KD,6980,HIGH_CARD
2C 4C 7C 8C KD,6981,HIGH_CARD
2C 3C 7C 8C KD,6982,HIGH_CARD
4C 5C 6C 8C KD,6983,HIGH_CARD
3C 5C 6C 8C KD,6984,HIGH_CARD
2C 5C 6C 8C KD,6985,HIGH_CARD
3C 4C 6C 8C KD,6986,HIGH_CARD
2C 4C 6C 8C KD,6987,HIGH_CARD
2C 3C 6C 8C KD,6988,HIGH_CARD
3C 4C 5C 8C KD,6989,HIGH_CARD
2C 4C 5C 8C KD,6990,HIGH_CARD
2C 3C 5C 8C KD,6991,HIGH_CARD
2C 3C 4C 8C KD,6992,HIGH_CARD
4C 5C 6C 7C KD,6993,HIGH_CARD
3C 5C 6C 7C KD,6994,HIGH_CARD
2C 5C 6C 7C KD,6995,HIGH_CARD
3C 4C 6C 7C KD,6996,HIGH_CARD
2C 4C 6C 7C KD,6997,HIGH_CARD
2C 3C 6C 7C KD,6998,HIGH_CARD
3C 4C 5C 7C KD,6999,HIGH_CARD
2C 4C 5C 7C KD,7000,HIGH_CARD
2C 3C 5C 7C KD,7001,HIGH_CARD
2C 3C 4C 7C KD,7002,HIGH_CARD
3C 4C 5C 6C KD,7003,HIGH_CARD
2C 4C 5C 6C KD,7004,HIGH_CARD
2C 3C 5C 6C KD,7005,HIGH_CARD
2C 3C 4C 6C KD,7006,HIGH_CARD
2C 3C 4C 5C KD,7007,HIGH_CARD
7C 9C TC JC QD,7008,HIGH_CARD
6C 9C TC JC QD,7009,HIGH_CARD
5C 9C TC JC QD,7010,HIGH_CARD
4C 9C TC JC QD,7011,HIGH_CARD
3C 9C TC JC QD,7012,HIGH_CARD
2C 9C TC JC QD,7013,HIGH_CARD
7C 8C TC JC QD,7014,HIGH_CARD
6C 8C TC JC QD,7015,HIGH_CARD
5C 8C TC JC QD,7016,HIGH_CARD
4C 8C TC JC QD,7017,HIGH_CARD
3C 8C TC JC QD,7018,HIGH_CARD
2C 8C TC JC QD,7019,HIGH_CARD
6C 7C TC JC QD,7020,HIGH_CARD
5C 7C TC JC QD,7021,HIGH_CARD
4C 7C TC JC QD,7022,HIGH_CARD
3C 7C TC JC QD,7023,HIGH_CARD
2C 7C TC JC QD,7024,HIGH_CARD
5C 6C TC JC QD,7025,HIGH_CARD
4C 6C TC JC QD,7026,HIGH_CARD
3C 6C TC JC QD,7027,HIGH_CARD
2C 6C TC JC QD,7028,HIGH_CARD
4C 5C TC JC QD,7029,HIGH_CARD
