cards,rank,hand_class
4C 6C 9C JC AC,647,FLUSH
3C 6C 9C JC AC,648,FLUSH
2C 6C 9C JC AC,649,FLUSH
4C 5C 9C JC AC,650,FLUSH
3C 5C 9C JC AC,651,FLUSH
2C 5C 9C JC AC,652,FLUSH
3C 4C 9C JC AC,653,FLUSH
2C 4C 9C JC AC,654,FLUSH
2C 3C 9C JC AC,655,FLUSH
6C 7C 8C JC AC,656,FLUSH
5C 7C 8C JC AC,657,FLUSH
4C 7C 8C JC AC,658,FLUSH
3C 7C 8C JC AC,659,FLUSH
2C 7C 8C JC AC,660,FLUSH
5C 6C 8C JC AC,661,FLUSH
4C 6C 8C JC AC,662,FLUSH
3C 6C 8C JC AC,663,FLUSH
2C 6C 8C JC AC,664,FLUSH
4C 5C 8C JC AC,665,FLUSH
3C 5C 8C JC AC,666,FLUSH
2C 5C 8C JC AC,667,FLUSH
3C 4C 8C JC AC,668,FLUSH
2C 4C 8C JC AC,669,FLUSH
2C 3C 8C JC AC,670,FLUSH
5C 6C 7C JC AC,671,FLUSH
4C 6C 7C JC AC,672,FLUSH
3C 6C 7C JC AC,673,FLUSH
2C 6C 7C JC AC,674,FLUSH
4C 5C 7C JC AC,675,FLUSH
3C 5C 7C JC AC,676,FLUSH
2C 5C 7C JC AC,677,FLUSH
3C 4C 7C JC AC,678,FLUSH
2C 4C 7C JC AC,679,FLUSH
2C 3C 7C JC AC,680,FLUSH
4C 5C 6C JC AC,681,FLUSH
3C 5C 6C JC AC,682,FLUSH
2C 5C 6C JC AC,683,FLUSH
3C 4C 6C JC AC,684,FLUSH
2C 4C 6C JC AC,685,FLUSH
2C 3C 6C JC AC,686,FLUSH
3C 4C 5C JC AC,687,FLUSH
2C 4C 5C JC AC,688,FLUSH
2C 3C 5C JC AC,689,FLUSH
2C 3C 4C JC AC,690,FLUSH
7C 8C 9C TC AC,691,FLUSH
6C 8C 9C TC AC,692,FLUSH
5C 8C 9C TC AC,693,FLUSH
4C 8C 9C TC AC,694,FLUSH
3C 8C 9C TC AC,695,FLUSH
2C 8C 9C TC AC,696,FLUSH
6C 7C 9C TC AC,697,FLUSH
5C 7C 9C TC AC,698,FLUSH
4C 7C 9C TC AC,699,FLUSH
3C 7C 9C TC AC,700,FLUSH
2C 7C 9C TC AC,701,FLUSH
5C 6C 9C TC AC,702,FLUSH
4C 6C 9C TC AC,703,FLUSH
3C 6C 9C TC AC,704,FLUSH
2C 6C 9C TC AC,705,FLUSH
4C 5C 9C TC AC,706,FLUSH
3C 5C 9C TC AC,707,FLUSH
2C 5C 9C TC AC,708,FLUSH
3C 4C 9C TC AC,709,FLUSH
2C 4C 9C TC AC,710,FLUSH
2C 3C 9C TC AC,711,FLUSH
6C 7C 8C TC AC,712,FLUSH
5C 7C 8C TC AC,713,FLUSH
4C 7C 8C TC AC,714,FLUSH
3C 7C 8C TC AC,715,FLUSH
2C 7C 8C TC AC,716,FLUSH
5C 6C 8C TC AC,717,FLUSH
4C 6C 8C TC AC,718,FLUSH
3C 6C 8C TC AC,719,FLUSH
2C 6C 8C TC AC,720,FLUSH
4C 5C 8C TC AC,721,FLUSH
3C 5C 8C TC AC,722,FLUSH
2C 5C 8C TC AC,723,FLUSH
3C 4C 8C TC AC,724,FLUSH
2C 4C 8C TC AC,725,FLUSH
2C 3C 8C TC AC,726,FLUSH
5C 6C 7C TC AC,727,FLUSH
4C 6C 7C TC AC,728,FLUSH
3C 6C 7C TC AC,729,FLUSH
2C 6C 7C TC AC,730,FLUSH
4C 5C 7C TC AC,731,FLUSH
3C 5C 7C TC AC,732,FLUSH
2C 5C 7C TC AC,733,FLUSH
3C 4C 7C TC AC,734,FLUSH
2C 4C 7C TC AC,735,FLUSH
2C 3C 7C TC AC,736,FLUSH
4C 5C 6C TC AC,737,FLUSH
3C 5C 6C TC AC,738,FLUSH
2C 5C 6C TC AC,739,FLUSH
3C 4C 6C TC AC,740,FLUSH
2C 4C 6C TC AC,741,FLUSH
2C 3C 6C TC AC,742,FLUSH
3C 4C 5C TC AC,743,FLUSH
2C 4C 5C TC AC,744,FLUSH
2C 3C 5C TC AC,745,FLUSH
2C 3C 4C TC AC,746,FLUSH
6C 7C 8C 9C AC,747,FLUSH
5C 7C 8C 9C AC,748,FLUSH
4C 7C 8C 9C AC,749,FLUSH
3C 7C 8C 9C AC,750,FLUSH
2C 7C 8C 9C AC,751,FLUSH
5C 6C 8C 9C AC,752,FLUSH
4C 6C 8C 9C AC,753,FLUSH
3C 6C 8C 9C AC,754,FLUSH
2C 6C 8C 9C AC,755,FLUSH
4C 5C 8C 9C AC,756,FLUSH
3C 5C 8C 9C AC,757,FLUSH
2C 5C 8C 9C AC,758,FLUSH
3C 4C 8C 9C AC,759,FLUSH
2C 4C 8C 9C AC,760,FLUSH
2C 3C 8C 9C AC,761,FLUSH
5C 6C 7C 9C AC,762,FLUSH
4C 6C 7C 9C AC,763,FLUSH
3C 6C 7C 9C AC,764,FLUSH
2C 6C 7C 9C AC,765,FLUSH
4C 5C 7C 9C AC,766,FLUSH
3C 5C 7C 9C AC,767,FLUSH
2C 5C 7C 9C AC,768,FLUSH
3C 4C 7C 9C AC,769,FLUSH
2C 4C 7C 9C AC,770,FLUSH
2C 3C 7C 9C AC,771,FLUSH
4C 5C 6C 9C AC,772,FLUSH
3C 5C 6C 9C AC,773,FLUSH
2C 5C 6C 9C AC,774,FLUSH
3C 4C 6C 9C AC,775,FLUSH
2C 4C 6C 9C AC,776,FLUSH
2C 3C 6C 9C AC,777,FLUSH
3C 4C 5C 9C AC,778,FLUSH
2C 4C 5C 9C AC,779,FLUSH
2C 3C 5C 9C AC,780,FLUSH
2C 3C 4C 9C AC,781,FLUSH
5C 6C 7C 8C AC,782,FLUSH
4C 6C 7C 8C AC,783,FLUSH
3C 6C 7C 8C AC,784,FLUSH
2C 6C 7C 8C AC,785,FLUSH
4C 5C 7C 8C AC,786,FLUSH
3C 5C 7C 8C AC,787,FLUSH
2C 5C 7C 8C AC,788,FLUSH
3C 4C 7C 8C AC,789,FLUSH
2C 4C 7C 8C AC,790,FLUSH
2C 3C 7C 8C AC,791,FLUSH
4C 5C 6C 8C AC,792,FLUSH
3C 5C 6C 8C AC,793,FLUSH
2C 5C 6C 8C AC,794,FLUSH
3C 4C 6C 8C AC,795,FLUSH
2C 4C 6C 8C AC,796,FLUSH
2C 3C 6C 8C AC,797,FLUSH
3C 4C 5C 8C AC,798,FLUSH
2C 4C 5C 8C AC,799,FLUSH
2C 3C 5C 8C AC,800,FLUSH
2C 3C 4C 8C AC,801,FLUSH
4C 5C 6C 7C AC,802,FLUSH
3C 5C 6C 7C AC,803,FLUSH
2C 5C 6C 7C AC,804,FLUSH
3C 4C 6C 7C AC,805,FLUSH
2C 4C 6C 7C AC,806,FLUSH
2C 3C 6C 7C AC,807,FLUSH
3C 4C 5C 7C AC,808,FLUSH
2C 4C 5C 7C AC,809,FLUSH
2C 3C 5C 7C AC,810,FLUSH
2C 3C 4C 7C AC,811,FLUSH
3C 4C 5C 6C AC,812,FLUSH
2C 4C 5C 6C AC,813,FLUSH
2C 3C 5C 6C AC,814,FLUSH
2C 3C 4C 6C AC,815,FLUSH
8C TC JC QC KC,816,FLUSH
7C TC JC QC KC,817,FLUSH
6C TC JC QC KC,818,FLUSH
5C TC JC QC KC,819,FLUSH
4C TC JC QC KC,820,FLUSH
3C TC JC QC KC,821,FLUSH
2C TC JC QC KC,822,FLUSH
8C 9C JC QC KC,823,FLUSH
7C 9C JC QC KC,824,FLUSH
6C 9C JC QC KC,825,FLUSH
5C 9C JC QC KC,826,FLUSH
4C 9C JC QC KC,827,FLUSH
3C 9C JC QC KC,828,FLUSH
2C 9C JC QC KC,829,FLUSH
7C 8C JC QC KC,830,FLUSH
6C 8C JC QC KC,831,FLUSH
5C 8C JC QC KC,832,FLUSH
4C 8C JC QC KC,833,FLUSH
3C 8C JC QC KC,834,FLUSH
2C 8C JC QC KC,835,FLUSH
6C 7C JC QC KC,836,FLUSH
5C 7C JC QC KC,837,FLUSH
4C 7C JC QC KC,838,FLUSH
3C 7C JC QC KC,839,FLUSH
2C 7C JC QC KC,840,FLUSH
5C 6C JC QC KC,841,FLUSH
4C 6C JC QC KC,842,FLUSH
3C 6C JC QC KC,843,FLUSH
2C 6C JC QC KC,844,FLUSH
4C 5C JC QC KC,845,FLUSH
3C 5C JC QC KC,846,FLUSH
2C 5C JC QC KC,847,FLUSH
3C 4C JC QC KC,848,FLUSH
2C 4C JC QC KC,849,FLUSH
2C 3C JC QC KC,850,FLUSH
8C 9C TC QC KC,851,FLUSH
7C 9C TC QC KC,852,FLUSH
6C 9C TC QC KC,853,FLUSH
5C 9C TC QC KC,854,FLUSH
4C 9C TC QC KC,855,FLUSH
3C 9C TC QC KC,856,FLUSH
2C 9C TC QC KC,857,FLUSH
7C 8C TC QC KC,858,FLUSH
6C 8C TC QC KC,859,FLUSH
5C 8C TC QC KC,860,FLUSH
4C 8C TC QC KC,861,FLUSH
3C 8C TC QC KC,862,FLUSH
2C 8C TC QC KC,863,FLUSH
6C 7C TC QC KC,864,FLUSH
5C 7C TC QC KC,865,FLUSH
4C 7C TC QC KC,866,FLUSH
3C 7C TC QC KC,867,FLUSH
2C 7C TC QC KC,868,FLUSH
5C 6C TC QC KC,869,FLUSH
4C 6C TC QC KC,870,FLUSH
3C 6C TC QC KC,871,FLUSH
2C 6C TC QC KC,872,FLUSH
4C 5C TC QC KC,873,FLUSH
3C 5C TC QC KC,874,FLUSH
2C 5C TC QC KC,875,FLUSH
3C 4C TC QC KC,876,FLUSH
2C 4C TC QC KC,877,FLUSH
2C 3C TC QC KC,878,FLUSH
7C 8C 9C QC KC,879,FLUSH
6C 8C 9C QC KC,880,FLUSH
5C 8C 9C QC KC,881,FLUSH
4C 8C 9C QC KC,882,FLUSH
3C 8C 9C QC KC,883,FLUSH
2C 8C 9C QC KC,884,FLUSH
6C 7C 9C QC KC,885,FLUSH
5C 7C 9C QC KC,886,FLUSH
4C 7C 9C QC KC,887,FLUSH
3C 7C 9C QC KC,888,FLUSH
2C 7C 9C QC KC,889,FLUSH
5C 6C 9C QC KC,890,FLUSH
4C 6C 9C QC KC,891,FLUSH
3C 6C 9C QC KC,892,FLUSH
2C 6C 9C QC KC,893,FLUSH
4C 5C 9C QC KC,894,FLUSH
3C 5C 9C QC KC,895,FLUSH
2C 5C 9C QC KC,896,FLUSH
3C 4C 9C QC KC,897,FLUSH
2C 4C 9C QC KC,898,FLUSH
2C 3C 9C QC KC,899,FLUSH
6C 7C 8C QC KC,900,FLUSH
5C 7C 8C QC KC,901,FLUSH
4C 7C 8C QC KC,902,FLUSH
3C 7C 8C QC KC,903,FLUSH
2C 7C 8C QC KC,904,FLUSH
5C 6C 8C QC KC,905,FLUSH
4C 6C 8C QC KC,906,FLUSH
3C 6C 8C QC KC,907,FLUSH
2C 6C 8C QC KC,908,FLUSH
4C 5C 8C QC KC,909,FLUSH
3C 5C 8C QC KC,910,FLUSH
2C 5C 8C QC KC,911,FLUSH
3C 4C 8C QC KC,912,FLUSH
2C 4C 8C QC KC,913,FLUSH
2C 3C 8C QC KC,914,FLUSH
5C 6C 7C QC KC,915,FLUSH
4C 6C 7C QC KC,916,FLUSH
3C 6C 7C QC KC,917,FLUSH
2C 6C 7C QC KC,918,FLUSH
4C 5C 7C QC KC,919,FLUSH
3C 5C 7C QC KC,920,FLUSH
2C 5C 7C QC KC,921,FLUSH
3C 4C 7C QC KC,922,FLUSH
2C 4C 7C QC KC,923,FLUSH
2C 3C 7C QC KC,924,FLUSH
4C 5C 6C QC KC,925,FLUSH
3C 5C 6C QC KC,926,FLUSH
2C 5C 6C QC KC,927,FLUSH
3C 4C 6C QC KC,928,FLUSH
2C 4C 6C QC KC,929,FLUSH
2C 3C 6C QC KC,930,FLUSH
3C 4C 5C QC KC,931,FLUSH
2C 4C 5C QC KC,932,FLUSH
2C 3C 5C QC KC,933,FLUSH
2C 3C 4C QC KC,934,FLUSH
8C 9C TC JC KC,935,FLUSH
7C 9C TC JC KC,936,FLUSH
6C 9C TC JC KC,937,FLUSH
5C 9C TC JC KC,938,FLUSH
4C 9C TC JC KC,939,FLUSH
3C 9C TC JC KC,940,FLUSH
2C 9C TC JC KC,941,FLUSH
7C 8C TC JC KC,942,FLUSH
6C 8C TC JC KC,943,FLUSH
5C 8C TC JC KC,944,FLUSH
4C 8C TC JC KC,945,FLUSH
3C 8C TC JC KC,946,FLUSH
2C 8C TC JC KC,947,FLUSH
6C 7C TC JC KC,948,FLUSH
5C 7C TC JC KC,949,FLUSH
4C 7C TC JC KC,950,FLUSH
3C 7C TC JC KC,951,FLUSH
2C 7C TC JC KC,952,FLUSH
5C 6C TC JC KC,953,FLUSH
4C 6C TC JC KC,954,FLUSH
3C 6C TC JC KC,955,FLUSH
2C 6C TC JC KC,956,FLUSH
4C 5C TC JC KC,957,FLUSH
3C 5C TC JC KC,958,FLUSH
2C 5C TC JC KC,959,FLUSH
3C 4C TC JC KC,960,FLUSH
2C 4C TC JC KC,961,FLUSH
2C 3C TC JC KC,962,FLUSH
7C 8C 9C JC KC,963,FLUSH
6C 8C 9C JC KC,964,FLUSH
5C 8C 9C JC KC,965,FLUSH
4C 8C 9C JC KC,966,FLUSH
3C 8C 9C JC KC,967,FLUSH
2C 8C 9C JC KC,968,FLUSH
6C 7C 9C JC KC,969,FLUSH
5C 7C 9C JC KC,970,FLUSH
4C 7C 9C JC KC,971,FLUSH
3C 7C 9C JC KC,972,FLUSH
2C 7C 9C JC KC,973,FLUSH
5C 6C 9C JC KC,974,FLUSH
4C 6C 9C JC KC,975,FLUSH
3C 6C 9C JC KC,976,FLUSH
2C 6C 9C JC KC,977,FLUSH
4C 5C 9C JC KC,978,FLUSH
3C 5C 9C JC KC,979,FLUSH
2C 5C 9C JC KC,980,FLUSH
3C 4C 9C JC KC,981,FLUSH
2C 4C 9C JC KC,982,FLUSH
2C 3C 9C JC KC,983,FLUSH
6C 7C 8C JC KC,984,FLUSH
5C 7C 8C JC KC,985,FLUSH
4C 7C 8C JC KC,986,FLUSH
3C 7C 8C JC KC,987,FLUSH
2C 7C 8C JC KC,988,FLUSH
5C 6C 8C JC KC,989,FLUSH
4C 6C 8C JC KC,990,FLUSH
3C 6C 8C JC KC,991,FLUSH
2C 6C 8C JC KC,992,FLUSH
4C 5C 8C JC KC,993,FLUSH
3C 5C 8C JC KC,994,FLUSH
2C 5C 8C JC KC,995,FLUSH
3C 4C 8C JC KC,996,FLUSH
2C 4C 8C JC KC,997,FLUSH
2C 3C 8C JC KC,998,FLUSH
5C 6C 7C JC KC,999,FLUSH
4C 6C 7C JC KC,1000,FLUSH
3C 6C 7C JC KC,1001,FLUSH
2C 6C 7C JC KC,1002,FLUSH
4C 5C 7C JC KC,1003,FLUSH
3C 5C 7C JC KC,1004,FLUSH
2C 5C 7C JC KC,1005,FLUSH
3C 4C 7C JC KC,1006,FLUSH
2C 4C 7C JC KC,1007,FLUSH
2C 3C 7C JC KC,1008,FLUSH
4C 5C 6C JC KC,1009,FLUSH
3C 5C 6C JC KC,1010,FLUSH
2C 5C 6C JC KC,1011,FLUSH
3C 4C 6C JC KC,1012,FLUSH
2C 4C 6C JC KC,1013,FLUSH
2C 3C 6C JC KC,1014,FLUSH
3C 4C 5C JC KC,1015,FLUSH
2C 4C 5C JC KC,1016,FLUSH
2C 3C 5C JC KC,1017,FLUSH
2C 3C 4C JC KC,1018,FLUSH
7C 8C 9C TC KC,1019,FLUSH
6C 8C 9C TC KC,1020,FLUSH
5C 8C 9C TC KC,1021,FLUSH
4C 8C 9C TC KC,1022,FLUSH
3C 8C 9C TC KC,1023,FLUSH
2C 8C 9C TC KC,1024,FLUSH
6C 7C 9C TC KC,1025,FLUSH
5C 7C 9C TC KC,1026,FLUSH
4C 7C 9C TC KC,1027,FLUSH
3C 7C 9C TC KC,1028,FLUSH
2C 7C 9C TC KC,1029,FLUSH
5C 6C 9C TC KC,1030,FLUSH
4C 6C 9C TC KC,1031,FLUSH
3C 6C 9C TC KC,1032,FLUSH
2C 6C 9C TC KC,1033,FLUSH
4C 5C 9C TC KC,1034,FLUSH
3C 5C 9C TC KC,1035,FLUSH
2C 5C 9C TC KC,1036,FLUSH
3C 4C 9C TC KC,1037,FLUSH
2C 4C 9C TC KC,1038,FLUSH
2C 3C 9C TC KC,1039,FLUSH
6C 7C 8C TC KC,1040,FLUSH
5C 7C 8C TC KC,1041,FLUSH
4C 7C 8C TC KC,1042,FLUSH
3C 7C 8C TC KC,1043,FLUSH
2C 7C 8C TC KC,1044,FLUSH
5C 6C 8C TC KC,1045,FLUSH
4C 6C 8C TC KC,1046,FLUSH
3C 6C 8C TC KC,1047,FLUSH
2C 6C 8C TC KC,1048,FLUSH
4C 5C 8C TC KC,1049,FLUSH
3C 5C 8C TC KC,1050,FLUSH
2C 5C 8C TC KC,1051,FLUSH
3C 4C 8C TC KC,1052,FLUSH
2C 4C 8C TC KC,1053,FLUSH
2C 3C 8C TC KC,1054,FLUSH
5C 6C 7C TC KC,1055,FLUSH
4C 6C 7C TC KC,1056,FLUSH
3C 6C 7C TC KC,1057,FLUSH
2C 6C 7C TC KC,1058,FLUSH
4C 5C 7C TC KC,1059,FLUSH
3C 5C 7C TC KC,1060,FLUSH
2C 5C 7C TC KC,1061,FLUSH
3C 4C 7C TC KC,1062,FLUSH
2C 4C 7C TC KC,1063,FLUSH
2C 3C 7C TC KC,1064,FLUSH
4C 5C 6C TC KC,1065,FLUSH
3C 5C 6C TC KC,1066,FLUSH
2C 5C 6C TC KC,1067,FLUSH
3C 4C 6C TC KC,1068,FLUSH
2C 4C 6C TC KC,1069,FLUSH
2C 3C 6C TC KC,1070,FLUSH
3C 4C 5C TC KC,1071,FLUSH
2C 4C 5C TC KC,1072,FLUSH
2C 3C 5C TC KC,1073,FLUSH
2C 3C 4C TC KC,1074,FLUSH
6C 7C 8C 9C KC,1075,FLUSH
5C 7C 8C 9C KC,1076,FLUSH
4C 7C 8C 9C KC,1077,FLUSH
3C 7C 8C 9C KC,1078,FLUSH
2C 7C 8C 9C KC,1079,FLUSH
5C 6C 8C 9C KC,1080,FLUSH
4C 6C 8C 9C KC,1081,FLUSH
3C 6C 8C 9C KC,1082,FLUSH
2C 6C 8C 9C KC,1083,FLUSH
4C 5C 8C 9C KC,1084,FLUSH
3C 5C 8C 9C KC,1085,FLUSH
2C 5C 8C 9C KC,1086,FLUSH
3C 4C 8C 9C KC,1087,FLUSH
2C 4C 8C 9C KC,1088,FLUSH
2C 3C 8C 9C KC,1089,FLUSH
5C 6C 7C 9C KC,1090,FLUSH
4C 6C 7C 9C KC,1091,FLUSH
3C 6C 7C 9C KC,1092,FLUSH
2C 6C 7C 9C KC,1093,FLUSH
4C 5C 7C 9C KC,1094,FLUSH
3C 5C 7C 9C KC,1095,FLUSH
2C 5C 7C 9C KC,1096,FLUSH
3C 4C 7C 9C KC,1097,FLUSH
2C 4C 7C 9C KC,1098,FLUSH
2C 3C 7C 9C KC,1099,FLUSH
4C 5C 6C 9C KC,1100,FLUSH
3C 5C 6C 9C KC,1101,FLUSH
2C 5C 6C 9C KC,1102,FLUSH
3C 4C 6C 9C KC,1103,FLUSH
2C 4C 6C 9C KC,1104,FLUSH
2C 3C 6C 9C KC,1105,FLUSH
3C 4C 5C 9C KC,1106,FLUSH
2C 4C 5C 9C KC,1107,FLUSH
2C 3C 5C 9C KC,1108,FLUSH
2C 3C 4C 9C KC,1109,FLUSH
5C 6C 7C 8C KC,1110,FLUSH
4C 6C 7C 8C KC,1111,FLUSH
3C 6C 7C 8C KC,1112,FLUSH
2C 6C 7C 8C KC,1113,FLUSH
4C 5C 7C 8C KC,1114,FLUSH
3C 5C 7C 8C KC,1115,FLUSH
2C 5C 7C 8C KC,1116,FLUSH
3C 4C 7C 8C KC,1117,FLUSH
2C 4C 7C 8C KC,1118,FLUSH
2C 3C 7C 8C KC,1119,FLUSH
4C 5C 6C 8C KC,1120,FLUSH
3C 5C 6C 8C KC,1121,FLUSH
2C 5C 6C 8C KC,1122,FLUSH
3C 4C 6C 8C KC,1123,FLUSH
2C 4C 6C 8C KC,1124,FLUSH
2C 3C 6C 8C KC,1125,FLUSH
3C 4C 5C 8C KC,1126,FLUSH
2C 4C 5C 8C KC,1127,FLUSH
2C 3C 5C 8C KC,1128,FLUSH
2C 3C 4C 8C KC,1129,FLUSH
4C 5C 6C 7C KC,1130,FLUSH
3C 5C 6C 7C KC,1131,FLUSH
2C 5C 6C 7C KC,1132,FLUSH
3C 4C 6C 7C KC,1133,FLUSH
2C 4C 6C 7C KC,1134,FLUSH
2C 3C 6C 7C KC,1135,FLUSH
3C 4C 5C 7C KC,1136,FLUSH
2C 4C 5C 7C KC,1137,FLUSH
2C 3C 5C 7C KC,1138,FLUSH
2C 3C 4C 7C KC,1139,FLUSH
3C 4C 5C 6C KC,1140,FLUSH
2C 4C 5C 6C KC,1141,FLUSH
2C 3C 5C 6C KC,1142,FLUSH
2C 3C 4C 6C KC,1143,FLUSH
2C 3C 4C 5C KC,1144,FLUSH
7C 9C TC JC QC,1145,FLUSH
6C 9C TC JC QC,1146,FLUSH
5C 9C TC JC QC,1147,FLUSH
4C 9C TC JC QC,1148,FLUSH
3C 9C TC JC QC,1149,FLUSH
2C 9C TC JC QC,1150,FLUSH
7C 8C TC JC QC,1151,FLUSH
6C 8C TC JC QC,1152,FLUSH
5C 8C TC JC QC,1153,FLUSH
4C 8C TC JC QC,1154,FLUSH
3C 8C TC JC QC,1155,FLUSH
2C 8C TC JC QC,1156,FLUSH
6C 7C TC JC QC,1157,FLUSH
5C 7C TC JC QC,1158,FLUSH
4C 7C TC JC QC,1159,FLUSH
3C 7C TC JC QC,1160,FLUSH
2C 7C TC JC QC,1161,FLUSH
5C 6C TC JC QC,1162,FLUSH
4C 6C TC JC QC,1163,FLUSH
3C 6C TC JC QC,1164,FLUSH
2C 6C TC JC QC,1165,FLUSH
4C 5C TC JC QC,1166,FLUSH
3C 5C TC JC QC,1167,FLUSH
2C 5C TC JC QC,1168,FLUSH
3C 4C TC JC QC,1169,FLUSH
2C 4C TC JC QC,1170,FLUSH
2C 3C TC JC QC,1171,FLUSH
7C 8C 9C JC QC,1172,FLUSH
6C 8C 9C JC QC,1173,FLUSH
5C 8C 9C JC QC,1174,FLUSH
4C 8C 9C JC QC,1175,FLUSH
3C 8C 9C JC QC,1176,FLUSH
2C 8C 9C JC QC,1177,FLUSH
6C 7C 9C JC QC,1178,FLUSH
5C 7C 9C JC QC,1179,FLUSH
4C 7C 9C JC QC,1180,FLUSH
3C 7C 9C JC QC,1181,FLUSH
2C 7C 9C JC QC,1182,FLUSH
5C 6C 9C JC QC,1183,FLUSH
4C 6C 9C JC QC,1184,FLUSH
3C 6C 9C JC QC,1185,FLUSH
2C 6C 9C JC QC,1186,FLUSH
4C 5C 9C JC QC,1187,FLUSH
3C 5C 9C JC QC,1188,FLUSH
2C 5C 9C JC QC,1189,FLUSH
3C 4C 9C JC QC,1190,FLUSH
2C 4C 9C JC QC,1191,FLUSH
2C 3C 9C JC QC,1192,FLUSH
6C 7C 8C JC QC,1193,FLUSH
5C 7C 8C JC QC,1194,FLUSH
4C 7C 8C JC QC,1195,FLUSH
3C 7C 8C JC QC,1196,FLUSH
2C 7C 8C JC QC,1197,FLUSH
5C 6C 8C JC QC,1198,FLUSH
4C 6C 8C JC QC,1199,FLUSH
3C 6C 8C JC QC,1200,FLUSH
2C 6C 8C JC QC,1201,FLUSH
4C 5C 8C JC QC,1202,FLUSH
3C 5C 8C JC QC,1203,FLUSH
2C 5C 8C JC QC,1204,FLUSH
3C 4C 8C JC QC,1205,FLUSH
2C 4C 8C JC QC,1206,FLUSH
2C 3C 8C JC QC,1207,FLUSH
5C 6C 7C JC QC,1208,FLUSH
4C 6C 7C JC QC,1209,FLUSH
3C 6C 7C JC QC,1210,FLUSH
2C 6C 7C JC QC,1211,FLUSH
4C 5C 7C JC QC,1212,FLUSH
3C 5C 7C JC QC,1213,FLUSH
2C 5C 7C JC QC,1214,FLUSH
3C 4C 7C JC QC,1215,FLUSH
2C 4C 7C JC QC,1216,FLUSH
2C 3C 7C JC QC,1217,FLUSH
4C 5C 6C JC QC,1218,FLUSH
3C 5C 6C JC QC,1219,FLUSH
2C 5C 6C JC QC,1220,FLUSH
3C 4C 6C JC QC,1221,FLUSH
2C 4C 6C JC QC,1222,FLUSH
2C 3C 6C JC QC,1223,FLUSH
3C 4C 5C JC QC,1224,FLUSH
2C 4C 5C JC QC,1225,FLUSH
2C 3C 5C JC QC,1226,FLUSH
2C 3C 4C JC QC,1227,FLUSH
7C 8C 9C TC QC,1228,FLUSH
6C 8C 9C TC QC,1229,FLUSH
5C 8C 9C TC QC,1230,FLUSH
4C 8C 9C TC QC,1231,FLUSH
3C 8C 9C TC QC,1232,FLUSH
2C 8C 9C TC QC,1233,FLUSH
6C 7C 9C TC QC,1234,FLUSH
5C 7C 9C TC QC,1235,FLUSH
4C 7C 9C TC QC,1236,FLUSH
3C 7C 9C TC QC,1237,FLUSH
2C 7C 9C TC QC,1238,FLUSH
5C 6C 9C TC QC,1239,FLUSH
4C 6C 9C TC QC,1240,FLUSH
3C 6C 9C TC QC,1241,FLUSH
2C 6C 9C TC QC,1242,FLUSH
4C 5C 9C TC QC,1243,FLUSH
3C 5C 9C TC QC,1244,FLUSH
2C 5C 9C TC QC,1245,FLUSH
3C 4C 9C TC QC,1246,FLUSH
2C 4C 9C TC QC,1247,FLUSH
2C 3C 9C TC QC,1248,FLUSH
6C 7C 8C TC QC,1249,FLUSH
5C 7C 8C TC QC,1250,FLUSH
4C 7C 8C TC QC,1251,FLUSH
3C 7C 8C TC QC,1252,FLUSH
2C 7C 8C TC QC,1253,FLUSH
5C 6C 8C TC QC,1254,FLUSH
4C 6C 8C TC QC,1255,FLUSH
3C 6C 8C TC QC,1256,FLUSH
2C 6C 8C TC QC,1257,FLUSH
4C 5C 8C TC QC,1258,FLUSH
3C 5C 8C TC QC,1259,FLUSH
2C 5C 8C TC QC,1260,FLUSH
3C 4C 8C TC QC,1261,FLUSH
2C 4C 8C TC QC,1262,FLUSH
2C 3C 8C TC QC,1263,FLUSH
5C 6C 7C TC QC,1264,FLUSH
4C 6C 7C TC QC,1265,FLUSH
3C 6C 7C TC QC,1266,FLUSH
2C 6C 7C TC QC,1267,FLUSH
4C 5C 7C TC QC,1268,FLUSH
3C 5C 7C TC QC,1269,FLUSH
2C 5C 7C TC QC,1270,FLUSH
3C 4C 7C TC QC,1271,FLUSH
2C 4C 7C TC QC,1272,FLUSH
2C 3C 7C TC QC,1273,FLUSH
4C 5C 6C TC QC,1274,FLUSH
3C 5C 6C TC QC,1275,FLUSH
2C 5C 6C TC QC,1276,FLUSH
3C 4C 6C TC QC,1277,FLUSH
2C 4C 6C TC QC,1278,FLUSH
2C 3C 6C TC QC,1279,FLUSH
3C 4C 5C TC QC,1280,FLUSH
2C 4C 5C TC QC,1281,FLUSH
2C 3C 5C TC QC,1282,FLUSH
2C 3C 4C TC QC,1283,FLUSH
6C 7C 8C 9C QC,1284,FLUSH
5C 7C 8C 9C QC,1285,FLUSH
4C 7C 8C 9C QC,1286,FLUSH
3C 7C 8C 9C QC,1287,FLUSH
2C 7C 8C 9C QC,1288,FLUSH
5C 6C 8C 9C QC,1289,FLUSH
4C 6C 8C 9C QC,1290,FLUSH
3C 6C 8C 9C QC,1291,FLUSH
2C 6C 8C 9C QC,1292,FLUSH
4C 5C 8C 9C QC,1293,FLUSH
3C 5C 8C 9C QC,1294,FLUSH
2C 5C 8C 9C QC,1295,FLUSH
3C 4C 8C 9C QC,1296,FLUSH
